movement_id,warehouse_id,product_id,movement_type,quantity,movement_date,reference_doc,handled_by
INV001282,WH014,PRD00102,ADJUSTMENT,385,2026-08-17,REF53314,Jill Mcclain
INV001283,WH002,PRD00049,inbound,148,2026-07-02,REF58230,Jason Orr
INV001284,WH006,PRD00028,inbound,503,2026-04-08,REF96224,Jasmine Jackson
INV001285,WH015,PRD00064,inbound,199,2026-05-07,REF92481,Kristin Ortega
INV001286,WH014,PRD00023,inbound,433,2026-04-18,REF48063,Lori Marsh
INV001287,WH014,PRD00118,Outbound,309,2026-07-16,REF70487,Robert Robinson
INV001288,WH009,PRD00063,ADJUSTMENT,921,2026-05-17,REF46704,Molly Johnson
INV001289,WH008,PRD00078,inbound,531,2026-05-19,REF68402,Carlos Clayton
INV001290,WH001,PRD00088,INBOUND,427,2026-05-06,REF49546,Jason Hernandez
INV001291,WH004,PRD00102,inbound,811,2026-07-22,REF30821,Sherry White
INV001292,WH012,PRD00052,RETURN,682,2026-04-02,REF99645,Matthew Gutierrez
INV001293,WH014,PRD00127,INBOUND,105,2026-06-01,REF22630,Amber Saunders
INV001294,WH012,PRD00034,OUTBOUND,690,2026-07-19,REF21469,Richard Simpson
INV001295,WH014,PRD00031,ADJUSTMENT,986,2026-08-16,REF27044,Benjamin Taylor
INV001296,WH008,PRD00062,inbound,931,2026-08-11,REF32766,Sherry Mayo
INV001297,WH009,PRD00025,inbound,847,2026-08-17,REF74428,Charles Thompson
INV001298,WH003,PRD00116,RETURN,863,2026-05-12,REF96460,Dr. Timothy Day
INV001299,WH006,PRD00010,OUTBOUND,958,2026-05-01,REF94739,Kevin Cross
INV001300,WH007,PRD00037,RETURN,1,2026-07-14,REF29220,Gregory Russo
INV001301,WH001,PRD00091,inbound,523,2026-06-05,REF89066,Emily Brown
INV001302,WH015,PRD00125,OUTBOUND,24,2026-08-03,REF14702,David Brooks
INV001303,WH005,PRD00104,INBOUND,333,2026-05-18,REF39538,Brett Morris
INV001304,WH013,PRD00047,ADJUSTMENT,654,2026-07-12,REF68738,Teresa Trevino
INV001305,WH015,PRD00034,RETURN,62,2026-04-05,REF33226,Cody Clark
INV001306,WH001,PRD00085,Outbound,48,2026-08-15,REF18206,Pamela Fletcher
INV001307,WH008,PRD00041,ADJUSTMENT,866,2026-05-07,REF21630,Darrell Rivera
INV001308,WH006,PRD00117,OUTBOUND,741,2026-07-07,REF18018,Patricia Martinez
INV001309,WH001,PRD00138,RETURN,485,2026-04-01,REF19978,Diane Burton
INV001310,WH002,PRD00062,ADJUSTMENT,209,2026-04-01,REF43755,Mrs. Suzanne Wilson
INV001311,WH009,PRD00111,inbound,785,2026-04-02,REF52873,Craig Jones
INV001312,,PRD00114,inbound,243,2026-03-30,REF79817,Renee Washington
INV001313,WH011,PRD00108,ADJUSTMENT,869,2026-07-08,REF34223,Christopher Turner
INV001314,WH001,PRD00019,ADJUSTMENT,61,2026-05-17,REF82888,Jacob Smith
INV001315,WH005,PRD00062,Outbound,874,2026-04-06,REF16767,Riley Schultz
INV001316,WH007,PRD00019,inbound,743,2026-06-13,REF53410,Regina Wallace
INV001317,WH013,PRD00111,ADJUSTMENT,314,2026-07-30,REF25953,Cathy Alvarez
INV001318,WH004,PRD00047,RETURN,380,2026-04-05,REF39434,Laura Ramos
INV001319,WH012,PRD00050,Outbound,112,2026-03-30,REF53086,Debbie Holloway
INV001320,WH002,PRD00059,inbound,526,2026-04-08,REF86685,Dr. Nicole Harper DDS
INV001321,WH004,PRD00146,INBOUND,461,2026-08-04,REF35767,David Bell
INV001322,WH008,PRD00024,ADJUSTMENT,926,2026-08-05,REF13099,Joseph Buck
INV001323,WH012,PRD00106,Outbound,955,2026-04-29,REF71207,Jessica Richards
INV001324,WH007,PRD00104,ADJUSTMENT,910,2026-05-19,REF74515,Roy Friedman
INV001325,WH001,PRD00112,Outbound,220,2026-07-03,REF79101,Philip Bird
INV001326,WH005,PRD00136,RETURN,765,2026-04-16,REF49373,Elizabeth Gutierrez
INV001327,WH004,PRD00118,INBOUND,162,2026-05-25,REF66383,Kelly Bell
INV001328,WH015,PRD00099,ADJUSTMENT,291,2026-08-07,REF23478,Sean Lucas
INV001329,WH006,PRD00048,RETURN,39,2026-05-27,REF57768,Crystal Martin
INV001330,,PRD00060,Outbound,920,2026-04-07,REF35856,Fred Flores
INV001331,WH010,PRD00074,ADJUSTMENT,758,2026-04-24,REF28225,Robert Howard
INV001332,WH009,PRD00062,OUTBOUND,689,2026-04-07,REF67734,James Kelly
INV001333,WH002,PRD00051,INBOUND,279,2026-04-26,REF14085,Richard Banks
INV001334,WH012,PRD00137,Outbound,949,2026-05-10,REF99355,Zachary Livingston
INV001335,WH002,PRD00065,inbound,680,2026-06-03,REF45435,Mike Green
INV001336,WH012,PRD00142,ADJUSTMENT,689,2026-03-25,REF29361,Mikayla Brown
INV001337,WH002,PRD00010,OUTBOUND,190,2026-05-27,REF31304,Miss Tammy Richards
INV001338,WH010,PRD00024,RETURN,524,2026-07-18,REF77471,Dylan Miller
INV001339,WH013,PRD00083,OUTBOUND,113,2026-08-13,REF73167,Catherine Williams MD
INV001340,WH011,PRD00007,ADJUSTMENT,90,2026-04-10,REF17819,Lisa Rivera
INV001341,WH013,PRD00003,inbound,761,2026-06-30,REF49814,Gene Adams
INV001342,WH001,PRD00047,RETURN,153,2026-05-24,REF19949,Ryan Miller
INV001343,WH007,PRD00007,RETURN,332,2026-04-23,REF63994,Lee Stanley
INV001344,WH005,PRD00037,INBOUND,699,2026-04-23,REF23826,Melissa Allen
INV001345,WH014,PRD00123,RETURN,60,2026-07-08,REF71376,Craig Sandoval
INV001346,WH001,PRD00051,inbound,378,2026-08-06,REF91428,Miranda Clark
INV001347,WH005,PRD00050,inbound,492,2026-06-23,REF61082,Stephanie Byrd
INV001348,WH013,PRD00115,inbound,139,2026-03-20,REF57556,Matthew Harris
INV001349,WH005,PRD00024,INBOUND,641,2026-05-13,REF46888,Jill Sullivan
INV001350,WH009,PRD00018,INBOUND,327,2026-04-16,REF65119,Theresa Li
INV001351,WH001,PRD00034,RETURN,274,2026-06-09,REF57625,Megan Cross
INV001352,WH008,PRD00033,Outbound,52,2026-04-23,REF14522,Michael Martinez
INV001353,WH008,PRD00086,OUTBOUND,907,2026-07-18,REF37312,Amanda Lee
INV001354,WH008,PRD00028,Outbound,595,2026-04-18,REF95684,Jeremy Jackson
INV001355,WH011,PRD00049,inbound,901,2026-03-23,REF40539,Zachary Haley
INV001356,WH006,PRD00076,OUTBOUND,161,2026-03-22,REF53139,Jacob Cruz
INV001357,WH003,PRD00059,inbound,477,2026-06-15,REF71364,Patrick Baldwin
INV001358,WH013,PRD00039,RETURN,244,2026-06-29,REF35122,Sara Walker
INV001359,WH012,PRD00008,INBOUND,242,2026-05-29,REF49062,April Sullivan
INV001360,WH007,PRD00009,INBOUND,331,2026-07-06,REF38347,Jennifer Porter
INV001361,WH011,PRD00125,Outbound,580,2026-04-02,REF56100,Robert Colon
INV001362,WH001,PRD00080,RETURN,152,2026-07-28,REF60284,Kimberly Hammond
INV001363,WH005,PRD00086,Outbound,560,2026-06-09,REF73753,Douglas Davis
INV001364,WH009,PRD00104,INBOUND,670,2026-04-20,REF40485,Mrs. Brenda Anderson
INV001365,WH014,PRD00009,inbound,229,2026-03-20,REF47743,Joshua Collins
INV001366,WH003,PRD00079,Outbound,565,2026-04-09,REF99615,Lisa Park
INV001367,WH002,PRD00024,Outbound,267,2026-06-23,REF66003,Melissa Sims
INV001368,WH009,PRD00001,ADJUSTMENT,299,2026-06-15,REF45509,Mark Moore
INV001369,WH003,PRD00067,ADJUSTMENT,743,2026-06-20,REF78672,Shaun Smith
INV001370,WH007,PRD00064,RETURN,405,2026-03-23,REF84981,Andrew Kelley
INV001371,WH015,PRD00046,RETURN,302,2026-06-10,REF36738,Christopher Bennett
INV001372,WH001,PRD00104,OUTBOUND,1,2026-08-15,REF90490,William Warren
INV001373,WH009,PRD00021,INBOUND,779,2026-07-08,REF15017,Kirk Burton
INV001374,WH004,PRD00047,INBOUND,489,2026-05-07,REF39214,Steven Mcdonald
INV001375,WH011,PRD00021,INBOUND,983,2026-07-27,REF16365,Elizabeth Hale
INV001376,WH003,PRD00063,inbound,72,2026-06-04,REF85740,William Hendricks
INV001377,WH011,PRD00086,ADJUSTMENT,914,2026-04-18,REF55682,Andrew Ortiz
INV001378,WH011,PRD00014,ADJUSTMENT,92,2026-05-05,REF19914,Elizabeth Butler
INV001379,WH002,PRD00084,Outbound,229,2026-06-28,REF88023,John Griffin
INV001380,WH015,PRD00003,Outbound,218,2026-04-29,REF65624,Casey Clarke MD
INV001381,WH013,PRD00055,INBOUND,119,2026-05-12,REF61648,Molly Smith
INV001382,WH011,PRD00090,OUTBOUND,190,2026-06-16,REF73670,Dawn Diaz
INV001383,WH005,PRD00091,INBOUND,739,2026-05-27,REF79645,Albert Torres
INV001384,WH013,PRD00141,Outbound,806,2026-04-14,REF46961,Jamie Burgess
INV001385,WH013,PRD00125,OUTBOUND,620,2026-04-11,REF22441,Keith Villegas
INV001386,WH010,PRD00011,Outbound,449,2026-05-25,REF52019,Bianca Webb
INV001387,WH010,PRD00056,INBOUND,237,2026-07-18,REF98531,Alan Webster
INV001388,WH006,PRD00072,INBOUND,619,2026-06-07,REF27409,Diana Garrett
INV001389,WH010,PRD00026,RETURN,687,2026-05-22,REF47630,Isaac White
INV001390,WH014,PRD00137,RETURN,180,2026-04-23,REF17813,Todd Rojas
INV001391,WH006,PRD00076,Outbound,427,2026-06-29,REF83996,Krystal Green
INV001392,WH002,PRD00042,RETURN,177,2026-06-19,REF54622,Chase Craig DDS
INV001393,WH011,PRD00028,Outbound,945,2026-04-30,REF84283,Alexandra Brock
INV001394,WH006,PRD00074,Outbound,795,2026-07-24,REF81439,Connor Jackson
INV001395,WH007,PRD00047,inbound,843,2026-07-31,REF78567,Bryan Watkins
INV001396,WH012,PRD00073,Outbound,558,2026-03-20,REF53888,Joshua Case
INV001397,WH006,PRD00110,Outbound,269,2026-05-13,REF89091,Peter Crawford
INV001398,WH015,PRD00074,ADJUSTMENT,801,2026-05-19,REF50351,Todd Cruz
INV001399,WH008,PRD00037,Outbound,940,2026-07-10,REF26942,Sabrina Herrera
INV001400,WH002,PRD00038,RETURN,366,2026-06-08,REF24427,Diana Fox
